V2Codes,Description
U0345,"[X]Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"
U0346,"[X]Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"
U0347,"[X]Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in traffic accident"
U034z,"[X]Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
U035.,[X]Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle
U0350,"[X]Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, driver injured in nontraffic accident"
U0351,"[X]Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, passenger injured in nontraffic accident"
U0352,"[X]Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle injured in nontraffic accident"
U0353,"[X]Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
U0354,"[X]Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person injured while boarding or alighting"
U0355,"[X]Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, driver injured in traffic accident"
U0356,"[X]Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, passenger injured in traffic accident"
U0357,"[X]Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, person on outside of vehicle injured in traffic accident"
U035z,"[X]Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle, unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
U036.,[X]Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle
U0360,"[X]Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver injured in nontraffic accident"
U0361,"[X]Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger injured in nontraffic accident"
U0362,"[X]Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle injured in nontraffic accident"
U0363,"[X]Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
U0364,"[X]Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person injured while boarding or alighting"
U0365,"[X]Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, driver injured in traffic accident"
U0366,"[X]Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, passenger injured in traffic accident"
U0367,"[X]Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, person on outside of vehicle injured in traffic accident"
U036z,"[X]Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle, unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
U037.,[X]Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object
U0370,"[X]Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver injured in nontraffic accident"
U0371,"[X]Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger injured in nontraffic accident"
U0372,"[X]Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle injured in nontraffic accident"
U0373,"[X]Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
U0374,"[X]Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person injured while boarding or alighting"
U0375,"[X]Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver injured in traffic accident"
U0376,"[X]Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, passenger injured in traffic accident"
U0377,"[X]Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, person on outside of vehicle injured in traffic accident"
U037z,"[X]Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
U03z.,[X]Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents
XM1Fy,[X]Passenger of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident
U03z2,[X]Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident
U03z3,[X]Occupant [any] of three-wheeled motor vehicle injured in unspecified nontraffic accident
XE2c7,[X]Driver of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in traffic accident
XE2cq,[X]Passenger of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in traffic accident
U03z6,[X]Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in traffic accident
U03z8,[X]Occupant [any] of three-wheeled motor vehicle injured in other specified transport accidents
U03zz,[X]Occupant [any] of three-wheeled motor vehicle injured in unspecified traffic accident
XE2c5,[X]Driver of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident
XE2c6,[X]Passenger in three-wheeled vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident
U04..,[X]Car occupant injured in transport accident
U040.,[X]Car occupant injured in collision with pedestrian or animal
U0400,"[X]Car occupant injured in collision with pedestrian or animal, driver injured in nontraffic accident"
U0401,"[X]Car occupant injured in collision with pedestrian or animal, passenger injured in nontraffic accident"
U0402,"[X]Car occupant injured in collision with pedestrian or animal, person on outside of vehicle injured in nontraffic accident"
U0403,"[X]Car occupant injured in collision with pedestrian or animal, unspecified car occupant injured in nontraffic accident"
U0404,"[X]Car occupant injured in collision with pedestrian or animal, person injured while boarding or alighting"
U0405,"[X]Car occupant injured in collision with pedestrian or animal, driver injured in traffic accident"
U0406,"[X]Car occupant injured in collision with pedestrian or animal, passenger injured in traffic accident"
U0407,"[X]Car occupant injured in collision with pedestrian or animal, person on outside of vehicle injured in traffic accident"
U040z,"[X]Car occupant injured in collision with pedestrian or animal, unspecified car occupant injured in traffic accident"
U041.,[X]Car occupant injured in collision with pedal cycle
U0410,"[X]Car occupant injured in collision with pedal cycle, driver injured in nontraffic accident"
U0411,"[X]Car occupant injured in collision with pedal cycle, passenger injured in nontraffic accident"
U0412,"[X]Car occupant injured in collision with pedal cycle, person on outside of vehicle injured in nontraffic accident"
U0413,"[X]Car occupant injured in collision with pedal cycle, unspecified car occupant injured in nontraffic accident"
U0414,"[X]Car occupant injured in collision with pedal cycle, person injured while boarding or alighting"
U0415,"[X]Car occupant injured in collision with pedal cycle, driver injured in traffic accident"
U0416,"[X]Car occupant injured in collision with pedal cycle, passenger injured in traffic accident"
U0417,"[X]Car occupant injured in collision with pedal cycle, person on outside of vehicle injured in traffic accident"
U041z,"[X]Car occupant injured in collision with pedal cycle, unspecified car occupant injured in traffic accident"
U042.,[X]Car occupant injured in collision with two- or three-wheeled motor vehicle
U0420,"[X]Car occupant injured in collision with two- or three-wheeled motor vehicle, driver injured in nontraffic accident"
U0421,"[X]Car occupant injured in collision with two- or three-wheeled motor vehicle, passenger injured in nontraffic accident"
U0422,"[X]Car occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in nontraffic accident"
U0423,"[X]Car occupant injured in collision with two- or three-wheeled motor vehicle, unspecified car occupant injured in nontraffic accident"
U0424,"[X]Car occupant injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting"
U0425,"[X]Car occupant injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident"
U0426,"[X]Car occupant injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident"
U0427,"[X]Car occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident"
U042z,"[X]Car occupant injured in collision with two- or three-wheeled motor vehicle, unspecified car occupant injured in traffic accident"
U043.,"[X]Car occupant injured in collision with car, pick-up truck or van"
U0430,"[X]Car occupant injured in collision with car, pick-up truck or van, driver injured in nontraffic accident"
U0431,"[X]Car occupant injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident"
U0432,"[X]Car occupant injured in collision with car, pick-up truck or van, person on outside of vehicle injured in nontraffic accident"
U0433,"[X]Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in nontraffic accident"
U0434,"[X]Car occupant injured in collision with car, pick-up truck or van, person injured while boarding or alighting"
U0435,"[X]Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"
U0436,"[X]Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"
U0437,"[X]Car occupant injured in collision with car, pick-up truck or van, person on outside of vehicle injured in traffic accident"
U043z,"[X]Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in traffic accident"
U044.,[X]Car occupant injured in collision with heavy transport vehicle or bus
U0440,"[X]Car occupant injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident"
U0441,"[X]Car occupant injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident"
U0442,"[X]Car occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident"
U0443,"[X]Car occupant injured in collision with heavy transport vehicle or bus, unspecified car occupant injured in nontraffic accident"
U0444,"[X]Car occupant injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting"
U0445,"[X]Car occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"
U0446,"[X]Car occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"
U0447,"[X]Car occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in traffic accident"
U044z,"[X]Car occupant injured in collision with heavy transport vehicle or bus, unspecified car occupant injured in traffic accident"
U045.,[X]Car occupant injured in collision with railway train or railway vehicle
U0450,"[X]Car occupant injured in collision with railway train or railway vehicle, driver injured in nontraffic accident"
U0451,"[X]Car occupant injured in collision with railway train or railway vehicle, passenger injured in nontraffic accident"
U0452,"[X]Car occupant injured in collision with railway train or railway vehicle, person on outside of vehicle injured in nontraffic accident"
U0453,"[X]Car occupant injured in collision with railway train or railway vehicle, unspecified car occupant injured in nontraffic accident"
U0454,"[X]Car occupant injured in collision with railway train or railway vehicle, person injured while boarding or alighting"
U0455,"[X]Car occupant injured in collision with railway train or railway vehicle, driver injured in traffic accident"
U0456,"[X]Car occupant injured in collision with railway train or railway vehicle, passenger injured in traffic accident"
U0457,"[X]Car occupant injured in collision with railway train or railway vehicle, person on outside of vehicle injured in traffic accident"
U045z,"[X]Car occupant injured in collision with railway train or railway vehicle, unspecified car occupant injured in traffic accident"
U046.,[X]Car occupant injured in collision with other nonmotor vehicle
U0460,"[X]Car occupant injured in collision with other nonmotor vehicle, driver injured in nontraffic accident"
U0461,"[X]Car occupant injured in collision with other nonmotor vehicle, passenger injured in nontraffic accident"
U0462,"[X]Car occupant injured in collision with other nonmotor vehicle, person on outside of vehicle injured in nontraffic accident"
U0463,"[X]Car occupant injured in collision with other nonmotor vehicle, unspecified car occupant injured in nontraffic accident"
U0464,"[X]Car occupant injured in collision with other nonmotor vehicle, person injured while boarding or alighting"
U0465,"[X]Car occupant injured in collision with other nonmotor vehicle, driver injured in traffic accident"
U0466,"[X]Car occupant injured in collision with other nonmotor vehicle, passenger injured in traffic accident"
U0467,"[X]Car occupant injured in collision with other nonmotor vehicle, person on outside of vehicle injured in traffic accident"
U046z,"[X]Car occupant injured in collision with other nonmotor vehicle, unspecified car occupant injured in traffic accident"
U047.,[X]Car occupant injured in collision with fixed or stationary object
U0470,"[X]Car occupant injured in collision with fixed or stationary object, driver injured in nontraffic accident"
U0471,"[X]Car occupant injured in collision with fixed or stationary object, passenger injured in nontraffic accident"
U0472,"[X]Car occupant injured in collision with fixed or stationary object, person on outside of vehicle injured in nontraffic accident"
U0473,"[X]Car occupant injured in collision with fixed or stationary object, unspecified car occupant injured in nontraffic accident"
U0474,"[X]Car occupant injured in collision with fixed or stationary object, person injured while boarding or alighting"
U0475,"[X]Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"
U0476,"[X]Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident"
U0477,"[X]Car occupant injured in collision with fixed or stationary object, person on outside of vehicle injured in traffic accident"
U047z,"[X]Car occupant injured in collision with fixed or stationary object, unspecified car occupant injured in traffic accident"
U04z.,[X]Car occupant injured in other and unspecified transport accidents
XE2c8,[X]Car driver injured in collision with other and unspecified motor vehicles in nontraffic accident
XE2c9,[X]Car passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
U04z2,[X]Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident
U04z3,[X]Car occupant [any] injured in unspecified nontraffic accident
XE2cA,[X]Car driver injured in collision with other and unspecified motor vehicles in traffic accident
XE2cr,[X]Car passenger injured in collision with other and unspecified motor vehicles in traffic accident
U04z6,[X]Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident
U04z8,[X]Car occupant [any] injured in other specified transport accidents
U04zz,[X]Car occupant [any] injured in unspecified traffic accident
U05..,[X]Occupant of pick-up truck or van injured in transport accident
U050.,[X]Occupant of pick-up truck or van injured in collision with pedestrian or animal
U0500,"[X]Occupant of pick-up truck or van injured in collision with pedestrian or animal, driver injured in nontraffic accident"
U0501,"[X]Occupant of pick-up truck or van injured in collision with pedestrian or animal, passenger injured in nontraffic accident"
U0502,"[X]Occupant of pick-up truck or van injured in collision with pedestrian or animal, person on outside of vehicle injured in nontraffic accident"
U0503,"[X]Occupant of pick-up truck or van injured in collision with pedestrian or animal, unspecified occupant of pick-up truck or van injured in nontraffic accident"
U0504,"[X]Occupant of pick-up truck or van injured in collision with pedestrian or animal, person injured while boarding or alighting"
U0505,"[X]Occupant of pick-up truck or van injured in collision with pedestrian or animal, driver injured in traffic accident"
U0506,"[X]Occupant of pick-up truck or van injured in collision with pedestrian or animal, passenger injured in traffic accident"
U0507,"[X]Occupant of pick-up truck or van injured in collision with pedestrian or animal, person on outside of vehicle injured in traffic accident"
U050z,"[X]Occupant of pick-up truck or van injured in collision with pedestrian or animal, unspecified occupant of pick-up truck or van injured in traffic accident"
U051.,[X]Occupant of pick-up truck or van injured in collision with pedal cycle
U0510,"[X]Occupant of pick-up truck or van injured in collision with pedal cycle, driver injured in nontraffic accident"
U0511,"[X]Occupant of pick-up truck or van injured in collision with pedal cycle, passenger injured in nontraffic accident"
U0512,"[X]Occupant of pick-up truck or van injured in collision with pedal cycle, person on outside of vehicle injured in nontraffic accident"
U0513,"[X]Occupant of pick-up truck or van injured in collision with pedal cycle, unspecified occupant of pick-up truck or van injured in nontraffic accident"
U0514,"[X]Occupant of pick-up truck or van injured in collision with pedal cycle, person injured while boarding or alighting"
U0515,"[X]Occupant of pick-up truck or van injured in collision with pedal cycle, driver injured in traffic accident"
U0516,"[X]Occupant of pick-up truck or van injured in collision with pedal cycle, passenger injured in traffic accident"
U0517,"[X]Occupant of pick-up truck or van injured in collision with pedal cycle, person on outside of vehicle injured in traffic accident"
U051z,"[X]Occupant of pick-up truck or van injured in collision with pedal cycle, unspecified occupant of pick-up truck or van injured in traffic accident"
U052.,[X]Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
U0520,"[X]Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, driver injured in nontraffic accident"
U0521,"[X]Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, passenger injured in nontraffic accident"
U0522,"[X]Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in nontraffic accident"
U0523,"[X]Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of pick-up truck or van injured in nontraffic accident"
U0524,"[X]Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting"
U0525,"[X]Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident"
U0526,"[X]Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident"
U0527,"[X]Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident"
U052z,"[X]Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of pick-up truck or van injured in traffic accident"
U053.,"[X]Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
U0530,"[X]Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, driver injured in nontraffic accident"
U0531,"[X]Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident"
U0532,"[X]Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, person on outside of vehicle injured in nontraffic accident"
U0533,"[X]Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, unspecified occupant of pick-up truck or van injured in nontraffic accident"
U0534,"[X]Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, person injured while boarding or alighting"
U0535,"[X]Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, driver injured in traffic accident"
U0536,"[X]Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, passenger injured in traffic accident"
U0537,"[X]Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, person on outside of vehicle injured in traffic accident"
U053z,"[X]Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, unspecified occupant of pick-up truck or van injured in traffic accident"
U054.,[X]Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
U0540,"[X]Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident"
U0542,"[X]Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident"
U0543,"[X]Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, unspecified occupant of pick-up truck or van injured in nontraffic accident"
U0544,"[X]Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting"
U0545,"[X]Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"
U0546,"[X]Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"
U0547,"[X]Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in traffic accident"
U054z,"[X]Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, unspecified occupant of pick-up truck or van injured in traffic accident"
U0541,"[X]Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident"
U055.,[X]Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
U0550,"[X]Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, driver injured in nontraffic accident"
U0551,"[X]Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, passenger injured in nontraffic accident"
U0552,"[X]Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, person on outside of vehicle injured in nontraffic accident"
U0553,"[X]Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, unspecified occupant of pick-up truck or van injured in nontraffic accident"
U0554,"[X]Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, person injured while boarding or alighting"
U0555,"[X]Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, driver injured in traffic accident"
U0556,"[X]Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, passenger injured in traffic accident"
U0557,"[X]Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, person on outside of vehicle injured in traffic accident"
U055z,"[X]Occupant of pick-up truck or van injured in collision with railway train or railway vehicle, unspecified occupant of pick-up truck or van injured in traffic accident"
U056.,[X]Occupant of pick-up truck or van injured in collision with other nonmotor vehicle
U0560,"[X]Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, driver injured in nontraffic accident"
U0561,"[X]Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, passenger injured in nontraffic accident"
U0562,"[X]Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, person on outside of vehicle injured in nontraffic accident"
U0563,"[X]Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, unspecified occupant of pick-up truck or van injured in nontraffic accident"
U0564,"[X]Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, person injured while boarding or alighting"
U0565,"[X]Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, driver injured in traffic accident"
U0566,"[X]Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, passenger injured in traffic accident"
U0567,"[X]Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, person on outside of vehicle injured in traffic accident"
U056z,"[X]Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, unspecified occupant of pick-up truck or van injured in traffic accident"
U057.,[X]Occupant of pick-up truck or van injured in collision with fixed or stationary object
U0570,"[X]Occupant of pick-up truck or van injured in collision with fixed or stationary object, driver injured in nontraffic accident"
U0571,"[X]Occupant of pick-up truck or van injured in collision with fixed or stationary object, passenger injured in nontraffic accident"
U0572,"[X]Occupant of pick-up truck or van injured in collision with fixed or stationary object, person on outside of vehicle injured in nontraffic accident"
U0573,"[X]Occupant of pick-up truck or van injured in collision with fixed or stationary object, unspecified occupant of pick-up truck or van injured in nontraffic accident"
U0574,"[X]Occupant of pick-up truck or van injured in collision with fixed or stationary object, person injured while boarding or alighting"
U0575,"[X]Occupant of pick-up truck or van injured in collision with fixed or stationary object, driver injured in traffic accident"
U0576,"[X]Occupant of pick-up truck or van injured in collision with fixed or stationary object, passenger injured in traffic accident"
U0577,"[X]Occupant of pick-up truck or van injured in collision with fixed or stationary object, person on outside of vehicle injured in traffic accident"
U057z,"[X]Occupant of pick-up truck or van injured in collision with fixed or stationary object, unspecified occupant of pick-up truck or van injured in traffic accident"
U05z.,[X]Occupant of pick-up truck or van injured in other and unspecified transport accidents
XE2cB,[X]Driver pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident
XE2cC,[X]Passenger of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident
U05z2,[X]Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident
U05z3,[X]Occupant of pick-up truck or van [any] injured in unspecified nontraffic accident
XE2cD,[X]Driver of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident
XE2cs,[X]Passenger of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident
U05z6,[X]Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident
U05z8,[X]Occupant of pick-up truck or van [any] injured in other specified transport accident
U05zz,[X]Occupant of pick-up truck or van [any] injured in unspecified traffic accident
U06..,[X]Occupant of heavy transport vehicle injured in transport accident
U060.,[X]Occupant of heavy transport vehicle injured in collision with pedestrian or animal
U0600,"[X]Occupant of heavy transport vehicle injured in collision with pedestrian or animal, driver injured in nontraffic accident"
U0601,"[X]Occupant of heavy transport vehicle injured in collision with pedestrian or animal, passenger injured in nontraffic accident"
U0602,"[X]Occupant of heavy transport vehicle injured in collision with pedestrian or animal, person on outside of vehicle injured in nontraffic accident"
U0603,"[X]Occupant of heavy transport vehicle injured in collision with pedestrian or animal, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
U0604,"[X]Occupant of heavy transport vehicle injured in collision with pedestrian or animal, person injured while boarding or alighting"
U0605,"[X]Occupant of heavy transport vehicle injured in collision with pedestrian or animal, driver injured in traffic accident"
U0606,"[X]Occupant of heavy transport vehicle injured in collision with pedestrian or animal, passenger injured in traffic accident"
U0607,"[X]Occupant of heavy transport vehicle injured in collision with pedestrian or animal, person on outside of vehicle injured in traffic accident"
U060z,"[X]Occupant of heavy transport vehicle injured in collision with pedestrian or animal, unspecified occupant of heavy transport vehicle injured in traffic accident"
U061.,[X]Occupant of heavy transport vehicle injured in collision with pedal cycle
U0610,"[X]Occupant of heavy transport vehicle injured in collision with pedal cycle, driver injured in nontraffic accident"
U0611,"[X]Occupant of heavy transport vehicle injured in collision with pedal cycle, passenger injured in nontraffic accident"
U0612,"[X]Occupant of heavy transport vehicle injured in collision with pedal cycle, person on outside of vehicle injured in nontraffic accident"
U0613,"[X]Occupant of heavy transport vehicle injured in collision with pedal cycle, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
U0614,"[X]Occupant of heavy transport vehicle injured in collision with pedal cycle, person injured while boarding or alighting"
U0615,"[X]Occupant of heavy transport vehicle injured in collision with pedal cycle, driver injured in traffic accident"
U0616,"[X]Occupant of heavy transport vehicle injured in collision with pedal cycle, passenger injured in traffic accident"
U0617,"[X]Occupant of heavy transport vehicle injured in collision with pedal cycle, person on outside of vehicle injured in traffic accident"
U061z,"[X]Occupant of heavy transport vehicle injured in collision with pedal cycle, unspecified occupant of heavy transport vehicle injured in traffic accident"
U062.,[X]Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle
U0620,"[X]Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, driver injured in nontraffic accident"
U0621,"[X]Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, passenger injured in nontraffic accident"
U0622,"[X]Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in nontraffic accident"
U0623,"[X]Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
U0624,"[X]Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting"
U0625,"[X]Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident"
U0626,"[X]Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident"
U0627,"[X]Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident"
U062z,"[X]Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of heavy transport vehicle injured in traffic accident"
U063.,"[X]Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"
U0630,"[X]Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van, driver injured in nontraffic accident"
U0631,"[X]Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident"
U0632,"[X]Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van, person on outside of vehicle injured in nontraffic accident"
U0633,"[X]Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
U0634,"[X]Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van, person injured while boarding or alighting"
U0635,"[X]Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van, driver injured in traffic accident"
U0636,"[X]Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van, passenger injured in traffic accident"
U0637,"[X]Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van, person on outside of vehicle injured in traffic accident"
U063z,"[X]Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van, unspecified occupant of heavy transport vehicle injured in traffic accident"
U064.,[X]Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus
U0640,"[X]Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident"
U0641,"[X]Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident"
U0642,"[X]Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident"
U0643,"[X]Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, unspecified occupant of heavy transport vehicle injured in nontraffic accident"
U0644,"[X]Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting"
U0645,"[X]Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"
U0646,"[X]Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"
U0647,"[X]Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in traffic accident"
